region,polyarchy,gdp_pc,flfp,women_rep
The West,0.8709229797979798,37.91305416666667,53.125950520833335,28.1292071197411
Latin America,0.6371357575757576,9.610284,48.2272125,21.32548076923077
Eastern Europe,0.5387450777202073,12.176553652968035,51.107742639040346,17.997275280898876
Asia,0.40766017316017317,9.746391358024692,50.24186342592593,14.452245557350565
Africa,0.3934166164960867,4.410484472049689,56.68087071240105,17.44296170212766
Middle East,0.24588921713441658,21.134318739054294,26.665160256410264,10.21567928730512
